#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6427	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6428	no_hit	unknown	unknown	Sticholonchida	Sticholonchidae	g_	s_
ASV_6429	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6430	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6431	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Duboscquellidae	g_	s_
ASV_6432	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6433	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6434	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6435	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_6436	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	g_	s_
ASV_6437	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum
ASV_6438	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6439	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6440	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6441	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	s_
ASV_6442	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_6443	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6444	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6445	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	g_	s_
ASV_6446	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6447	no_hit	Cercozoa	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6448	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Pyrostephidae	Bargmannia	Bargmannia elongata
ASV_6449	no_hit	Cercozoa	Thecofilosea	Phaeogromida	Challengeriidae	g_	s_
ASV_6450	no_hit	Ciliophora	Litostomatea	Vestibuliferida	Trimyemidae	g_	s_
ASV_6451	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6452	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6453	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	Pterosperma cristatum
