#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8031	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_8032	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8034	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_8035	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	s_
ASV_8038	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8039	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	Cladoscenium	s_
ASV_8043	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Diplopsaliaceae	g_	s_
ASV_8044	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Heterocapsaceae	g_	s_
ASV_8048	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8050	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8051	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_8052	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8056	no_hit	Dinophyceae	Dinophyceae	Prorocentrales	Prorocentraceae	g_	s_
ASV_8061	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_8063	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Spirostrombidium	Spirostrombidium agathae
ASV_8064	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	s_
ASV_8065	no_hit	Ciliophora	Spirotrichea	unknown	Tontoniidae	g_	s_
ASV_8066	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_8067	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8068	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8070	no_hit	Dinophyceae	Dinophyceae	unknown	unknown	g_	s_
ASV_8071	no_hit	Endomyxa	unknown	Gromiida	Gromiidae	g_	s_
ASV_8074	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
